S. No.,Br. No. ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
421,1351,29-May-15,67376,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Wali J.B.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA.35gÀ «ÄvÁæ«±Á® ¥ÁPÀğ M¼ÀgÀ¸ÉÛUÀ¼À qÁA§jÃPÀgÀt,Asphalting Road Metra Vishal Park at Ward No 35,01-Jun-15,969257,01-Jun-15,969257
422,1362,29-May-15,67375,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Wali J.B.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA35gÀ gÁfÃªÀ£ÀUÀgÀ M¼ÀgÀ¸ÉÛUÀ¼À qÁA§jÃPÀgÀt,Aspshalting  Road Rajvee Nagar at Ward No 35,01-Jun-15,982652,01-Jun-15,982652
423,625,29-Apr-15,60439,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Mahalingashetti and Company Ltd,"d£ÀvÁ PÁ®¤ ¦¹¦Pï ¥ÁPÀğ qÁA§jÃPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.
",Regarding Black Top Road Worksat Janata Colony Roads in ward No : 48,24-Jun-15,1654292,26-Jun-15,1654292
424,2579,04-Jul-15,71942,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(71 Rural),Kundgol F.A.,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 02gÀ°è §gÀÄªÀ ¸ÀªÀzÀwÛ gÀ¸ÉÛ¬ÄAzÀ (ZÀÄgÀªÀÄÄj  §nÖ) ªÁAiÀiÁ PÀÄgÀÄ§gÉÆÃtÂ, UÀgÀrªÀÄ£É, ªÀiÁUÀğªÁV ºÉÆ¸À J.¦.JªÀiï.¹ ªÀÄÄRåzÁégÀzÀ gÀ¸ÉÛ C©üªÀÈ¢Ş ªÀiÁqÀÄªÀÅzÀÄ. (ºÀ¼ÀUÀqÀAUÀ gÀ¸ÉÛ) (EAqÉÃ£ïÖ £ÀA. 27389)
",Regarding Road Development Works at Savadatti Roads in ward No : 06,13-Jul-15,1972555,14-Jul-15,1972555
425,3108,24-Jul-15,62210,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Sureban A.B.,ºÀÄ.«.ªÁqÀğ £ÀA 41gÀ ºÉUÉÎÃj §qÁªÀuÉAiÀÄ M¼ÀgÀ¸ÉÛUÀ¼À C©üªÀÈ¢Ş ¥Àr¸ÀÄªÀÅzÀÄ.,Regarding Road Development Works at Heggeri Badavane in ward No : 41 I.No-9985,25-Jul-15,4971894,29-Jul-15,4971894
426,2918,16-Jul-15,57595,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Sureban A.B.,"EAqÉAmï £ÀA.9758, ºÀÄ,«,ªÁqÀğ £ÀA 42 gÀ ZÀ£Àß¥ÉÃmÉ¬ÄAzÀ CgÀ«AzÀ£ÀUÀgÀ PÀÆqÀÄªÀÅ gÀ¸ÉÛAiÀÄªÀgÀUÉ gÉÆÃqÀ qÁA§jÃPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Black Top Road Works at Channapeth Arvind Nagar Roads in ward No: 42,24-Jul-15,1724418,29-Jul-15,1383441
427,2918,16-Jul-15,57595,CM Spl. SFC 2012-13(25.45cr),CM SFC-2012-13(73 Central),Sureban A.B.,"EAqÉAmï £ÀA.9758, ºÀÄ,«,ªÁqÀğ £ÀA 42 gÀ ZÀ£Àß¥ÉÃmÉ¬ÄAzÀ CgÀ«AzÀ£ÀUÀgÀ PÀÆqÀÄªÀÅ gÀ¸ÉÛAiÀÄªÀgÀUÉ gÉÆÃqÀ qÁA§jÃPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Black Top Road Works at Channapeth Arvind Nagar Roads in ward No: 42,24-Jul-15,1724418,29-Jul-15,340977
428,41,08-Apr-15,70525,CRF Fund,CRF,Raju S.R.,"EAqÉAmï £ÀA.25240, ºÀÄ.«.ªÁqÀğ.£ÀA.61gÀ £ÀªÀAiÉÆÃzsÀå£ÀUÀgÀ ±ÀAPÀgÀ ºÉÆÃmÉÃ®¢AzÀ PÁgÀªÁgÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄªÀgÉUÉ gÀ¸ÉÛAiÀÄ£ÀÄß zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Navaayodhya Nagar at road work in ward no.61,13-Apr-15,2085303,15-Apr-15,2000000
429,300,20-Apr-15,68984,CRF Fund,CRF,Halli S C,ºÀÄ.«.ªÁqÀğ £ÀA 35 gÀ ²gÀÆgÀ ¥ÁPÀğ¢AzÀ vÉÆÃ¼À£ÀPÉÃjªÀgÉUÀÆ gÀ¸ÉÛ zÀÄgÀ¹Ü,Regarding Road work At Shirur Park To Tolakeri  in ward no 35,27-Apr-15,1384526,28-Apr-15,700000
430,448,24-Apr-15,70525,CRF Fund,CRF,Raju S.R.,"EAqÉAmï £ÀA.25240, ºÀÄ.«.ªÁqÀğ.£ÀA.61gÀ £ÀªÀAiÉÆÃzsÀå£ÀUÀgÀ ±ÀAPÀgÀ ºÉÆÃmÉÃ®¢AzÀ PÁgÀªÁgÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄªÀgÉUÉ gÀ¸ÉÛAiÀÄ£ÀÄß zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Navaayodhya Nagar at road work in ward no.61,06-May-15,1902179,06-May-15,1902179
431,1552,03-Jun-15,69134,CRF Fund,CRF,Waddar E.H.,ºÀÄ.«.ªÁqÀğ.£ÀA.35gÀ vÉÆÃ¼À£ÀPÉgÉ ºÀwÛgÀ Dgï.¹.¹ vÉgÉzÀ ZÀgÀAr ¤«Äğ¹ ¸Áèöå¨ï ºÁPÀÄªÀzÀÄ.,Regarding Open Drain work at Tolanakere in ward no.35,08-Jun-15,947240,08-Jun-15,500000
432,1510,02-Jun-15,70941,CRF Fund,CRF,Jadhav V.S.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 01 & 12 ªÁqÀğ £ÀA 01gÀ°è §gÀÄªÀ vÀ¥ÉÆÃªÀ£À £ÀUÀgÀ M¼À¨sÁUÀzÀ gÀ¸ÉÛUÀ¼À zÀÄgÀ¹Û. (EAqÉÃ£ïÖ £ÀA. 25326),Regarding Road Work at Tapovan Nagar in ward no.01,08-Jun-15,4318412,08-Jun-15,2250000
433,1621,06-Jun-15,69615,CRF Fund,CRF,Vagesh S.H.,ºÀÄ.«.ªÁqÀğ.£ÀA.37gÀ°èAiÀÄ ¸À£ÁäUÀğ£ÀUÀgÀ GzÁå£ÀªÀ£À¢AzÀ ²æÃ ºÀ£ÀÄªÀÄAvÀ ºÀjªÁt EªÀgÀ ªÀÄ£ÉªÀgÉUÉ £Á¯Á zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Nala Work at Sanmarg Nagar ward in.37,10-Jun-15,580501,10-Jun-15,500000
434,1777,10-Jun-15,70086,CRF Fund,CRF,Jain J.D.,"ºÀÄ.«.ªÁqÀğ.£ÀA.36 gÁªÀÄ°AUÉÃ±ÀégÀ£ÀUÀgÀ £Á¯Á §¢UÉ PÉgÉAiÀÄªÀgÉUÉ ºÁUÀÆ PÉÆ.¤.ªÀÄA ±ËZÁ®AiÀÄ¢AzÀ ¥Áæ.D PÉÃAzÀæªÀgÉUÉ M¼ÀZÀgÀAr PÉÆ®ªÉ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.

","Regarding UGD Line Work at Ramalingeshwar Nagar wad no.36
",26-Jun-15,394945,29-Jun-15,394945
435,41,08-Apr-15,70525,CRF Fund,CRF,Raju S.R.,"EAqÉAmï £ÀA.25240, ºÀÄ.«.ªÁqÀğ.£ÀA.61gÀ £ÀªÀAiÉÆÃzsÀå£ÀUÀgÀ ±ÀAPÀgÀ ºÉÆÃmÉÃ®¢AzÀ PÁgÀªÁgÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄªÀgÉUÉ gÀ¸ÉÛAiÀÄ£ÀÄß zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Navaayodhya Nagar at road work in ward no.61,13-Apr-15,2085303,14-Jul-15,85303
436,2740,10-Jul-15,72986,CRF Fund,CRF,Doddamani N.M.,"EAqÉAmï £ÀA.25250, ºÀÄ.«.ªÁqÀğ £ÀA 58 gÀ §APÁ¥ÀÆgÀ ZËPÀ ±Á¯É £ÀA 12 gÀ »A¢£À £Á¯Á UÉÆÃqÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.",Regarding Nala work At Bankapur Chowck School No 12. in ward no 58,14-Jul-15,999766,14-Jul-15,999766
437,3398,31-Jul-15,69615,CRF Fund,CRF,Vagesh S.H.,ºÀÄ.«.ªÁqÀğ.£ÀA.37gÀ°èAiÀÄ ¸À£ÁäUÀğ£ÀUÀgÀ GzÁå£ÀªÀ£À¢AzÀ ²æÃ ºÀ£ÀÄªÀÄAvÀ ºÀjªÁt EªÀgÀ ªÀÄ£ÉªÀgÉUÉ £Á¯Á zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Nala Work at Sanmarg Nagar ward in.37,06-Aug-15,384775,07-Aug-15,384775
438,1621,06-Jun-15,69615,CRF Fund,CRF,Vagesh S.H.,ºÀÄ.«.ªÁqÀğ.£ÀA.37gÀ°èAiÀÄ ¸À£ÁäUÀğ£ÀUÀgÀ GzÁå£ÀªÀ£À¢AzÀ ²æÃ ºÀ£ÀÄªÀÄAvÀ ºÀjªÁt EªÀgÀ ªÀÄ£ÉªÀgÉUÉ £Á¯Á zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Nala Work at Sanmarg Nagar ward in.37,10-Jun-15,580501,06-Oct-15,80501
439,10637,28-Mar-15,67944,Capital-Asphalt,Budgeted Works 2014-15,Talwar Ningappa N.,"EAqÉAmï £ÀA.23225, ºÀÄ.«.ªÁqÀğ £ÀA 54 gÀ zÀÄUÀğzÀ¨ÉÊ® ºÀwÛgÀ CmÉÆÃ ¸ÁÖlAqÀUÉ  PÁAQæÃl ¥ÉÃ«AUÀ ºÁUÀÆ PÀ©ât ¥ÉÊ¥ÀÄUÀ¼À£ÀÄß ºÁPÀÄªÀÅzÀÄ.",Regarding Road Concrete Work At Durgadbail Near Auto Stand. in ward no 54,31-Mar-15,125156,10-Apr-15,125156
440,10404,24-Mar-15,67874,Capital-Asphalt,Civil,Shibhargatti Z.T,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 02 ªÁqÀğ £ÀA 10 gÀ°è ªÀÄzÁgÀªÀÄrØ 4£ÉÃ PÁæ¸À£À°è ºÁUÀÆ ªÁ°äÃQ NtÂ 2£ÉÃ PÁæ¸À£À°è PÁAQæÃl ¥ÉÃ«AUï PÁªÀÄUÁj (EAqÉÃ£ïÖ £ÀA. 21768)
",Regarding Concrete paving works at Madarmaddi 4th Cross and Valmiki oni in ward No : 10,30-Mar-15,1601094,10-Apr-15,1601094
441,10573,28-Mar-15,67945,Capital-Asphalt,Civil,Chalawadi Hulagappa Nagappa,"EAqÉAmï £ÀA.21725, ºÀÄ.«.ªÁqÀğ.£ÀA.47gÀ gÁªÀÄ£ÀUÀgÀ UË½UÀ°è zÉÃ±À¥ÁAqÉ£ÀUÀgÀ «ªÉÃPÁ£ÀAzÀ PÁ£ÀğgÀ ¥ÀPÀÌzÀ gÀ¸ÉÛ ºÁUÀÆ PÉÆ¬Ä£À gÀ¸ÉÛUÀ¼À°è PÁAQæÃl ¥ÉÃ«AUï ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Concret road works at Ram Nagar Deshpande Nagar vivekanand Corner in ward No : 47,30-Mar-15,399221,10-Apr-15,399221
442,349,22-Apr-15,70639,Capital-Asphalt,Civil,Raju S.R.,"EAqÉAmï £ÀA.27690, ºÀÄ.«.ªÁqÀğ.£ÀA.64gÀ UË¹AiÀiÁ ªÀÄzÀgÀ¸Á »A¢£À ºÁUÀÆ ¥ÀPÀÌzÀ gÀ¸ÉÛUÉ ±ÉÆÃ®ØgÀ PÁAQæÃl ºÁUÀÆ Dgï.¹.¹ ¥ÉÊ¥À ºÁPÀÄªÀÅzÀÄ.
","Regarding Concrete work at Gousiya in ward no.64
",24-Apr-15,282745,27-Apr-15,282745
443,557,28-Apr-15,69879,Capital-Asphalt,Civil,Jadhav V.S.,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 01 ªÁqÀğ £ÀA 17gÀ PÀ¯Áåt£ÀUÀgÀzÀ 10£ÉÃ PÁæ¸ï gÀ¸ÉÛ, G¥ÀgÀ¸ÉÛ, ºÁUÀÆ 11£ÉÃ PÁæ¸À gÀ¸ÉÛUÀ½UÉ qÁA§jÃPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Roads work at Kalyan Nagar in ward no.17 at dharwad,06-May-15,2789386,06-May-15,2789386
444,558,28-Apr-15,69755,Capital-Asphalt,Civil,Jadhav V.S.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 01 ªÁqÀğ £ÀA 17gÀ°è ºÉÆAiÀÄì¼À£ÀUÀgÀ ªÀÄÄRå gÀ¸ÉÛUÀ½UÉ qÁA§jÃPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ. (EAqÉÃ£ïÖ £ÀA. 24832),Regarding Roads work at Hoysal Nagar in ward no.17,06-May-15,2720660,06-May-15,2720660
445,747,05-May-15,60797,Capital-Asphalt,Civil,Bepari .Aijaz Ahmed,"EAqÉAmï £ÀA.14976, ºÀÄ.«.ªÁqÀğ £ÀA 51 gÀ alUÀÄ¦à ZÁ¼À CqÀØ gÀ¸ÉÛ ºÁUÀÆ M¼ÀgÀ¸ÉÛUÀ¼À°è Dgï.¹.¹ vÉgÉzÀ ZÀgÀAr ºÁUÀÆ PÁAQæÃl gÀ¸ÉÛ ªÀiÁqÀÄªÀÅzÀÄ",Regarding RCC Drain and Concret road Works at Chitaguppi Chal Sub Road in ward No : 51,12-May-15,1035245,12-May-15,1035245
446,139,13-Apr-15,69465,Capital-Asphalt,Budgeted Works 2014-15,Languti S Manjunath,"ºÀÄ.«.ªÁqÀğ £ÀA.25gÀ vÁd£ÀUÀgÀ 1,2 ªÀÄvÀÄÛ 3£ÉÃ CqÀØgÀ¸ÉÛUÉ RrPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Roads work at Tajanagar in ward no.25,29-Apr-15,410686,14-May-15,410686
447,10820,31-Mar-15,68109,Capital-Asphalt,Civil,Hirekerur P.Y.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA.35gÀ zÉÃ«£ÀUÀgÀzÀ°è ¨ÁQ  G½zÀ gÀ¸ÉÛUÉ PÁAQæÃmï ªÀiÁqÀÄªÀÅzÀÄ EAqÉAl £ÀA:-21838,Regarding Concrete Work at Devinagar Ward No:35,31-Mar-15,180400,14-May-15,180400
448,468,24-Apr-15,68686,Capital-Asphalt,Civil,Kundgol F.A.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 02 ªÁqÀğ £ÀA 07 gÀ°è §rUÉÃgÀ PÁ®¤ 1 £ÉÃ PÁæ¸À£À°è (¨sÁUÀ±À:) PÁAQæÃl ¥ÉÃ«AUï PÁªÀÄUÁj. (EAqÉÃ£ïÖ £ÀA. 20808),Regarding Concret Paving road Works at Badiger Colony 1 Cross in ward No : 07,30-Apr-15,180738,14-May-15,180738
449,1028,18-May-15,67430,Capital-Asphalt,Civil,Talewad N.H.,"EAqÉAmï £ÀA.31744, ºÀÄ.«.ªÁqÀğ £ÀA.60gÀ PÀ¯ÉäÃ±ÀégÀ£ÀUÀgÀ 1£ÉÃ PÁæ¸ï gÀ¸ÉÛAiÀÄ JgÀqÀÄ §¢UÉ Dgï.¹.¹.UÀmÁgÀ ¤«Äğ¹ ±ÉÆÃ®ØgÀ PÁAQæÃl ºÁPÀÄªÀzÀÄ.",Regarding RCC Drain and Concret road works at Kalmeshwar Nagar 1 Cross in ward No : 60,23-May-15,1604388,25-May-15,1604388
450,1093,20-May-15,71101,Capital-Asphalt,Civil,Bhojagar Shankar R,ºÀÄ.«.ªÁ.£ÀA-49gÀ CgÀ½PÀnÖ NtÂ 3£ÉÃ CqÀØ gÀ¸ÉÛAiÀÄ°è ¹ªÉÄAmï PÁAQæÃl ¥ÉÃ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.,Construction of CC paving in Aralikatti oni 3rd cross at Ward no- 49,23-May-15,134677,25-May-15,134677
451,1358,29-May-15,71060,Capital-Asphalt,Civil,Channalli M.S.,ºÀÄ.«.ªÁqÀğ £ÀA 29gÀ°è UÉÆÃ¥À£ÀPÉÆ¥Àà ªÀÄÄRå gÀ¸ÉÛ¬ÄAzÀ zÉÃªÁAUÀgÀ¥ÉÃoÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄªÀgÉUÉ ±ÉÆÃ®ØgÀ PÁAQæÃmï ªÀiÁqÀÄªÀzÀÄ.,Regarding Road Concrete work At Gopankoppa Main Road To Devangpeth Main Road. in ward no 29,01-Jun-15,2662356,01-Jun-15,2662356
452,1116,20-May-15,70063,Capital-Asphalt,Budgeted Works 2014-15,Ishwaragouda .S. Patil,ºÀÄ.«.ªÁqÀğ £ÀA 25 gÀ ºÀÄ§â½î-zsÁgÀªÁqÀ ªÀÄÄRå gÀ¸ÉÛ¬ÄAzÀ ¸ÀAUÉÆ½î gÁAiÀÄtÚ §qÁªÀuÉAiÀÄªÀgÉV£À PÉÆqÀÄ gÀ¸ÉÛ ºÁUÀÆ ¨sÉÊgÀzÉÃªÀgÀPÉÆ¥Àà  PÉgÉ¬ÄAzÀ UÁªÀÄ£ÀUÀnÖ gÀ¸ÉÛ ¸ÀÄzsÁgÀuÉ.,Regarding Road Work At Hubli Dharwad Main Road To Sangolli Rayanna Badavane in ward nio 25,01-Jun-15,1500876,08-Jun-15,1500876
453,1117,20-May-15,70059,Capital-Asphalt,Budgeted Works 2014-15,Ishwaragouda .S. Patil,ºÀÄ.«.ªÁ.£ÀA.38gÀ Dgï.JªÀiï.¯ÉÆÃ»AiÀiÁ£ÀUÀgÀ¢AzÀ PÀÄµÀÖgÉÆÃUÀ D¸ÀàvÉæUÉ PÀÆqÀÄªÀ gÀ¸ÉÛ ¤ªÀiÁğt.(ªÁíAiÀiÁ gÁAiÀiÁ£Á¼À PÉgÉ),Regarding Road work at Lohiyanagar ward no.38,01-Jun-15,2154795,08-Jun-15,2154795
454,1551,03-Jun-15,69138,Capital-Asphalt,Budgeted Works 2014-15,Nanyad S.H.,ºÀÄ.«.ªÁ £ÀA.37 vÁjºÁ¼À UÁæªÀÄzÀ ¥ÀÆªÀğ ¨sÁUÀzÀ G¥ÀgÀ¸ÉÛUÀ¼À ¸ÀÄzsÁgÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Road work at Tarihal in ward no.37,08-Jun-15,2839564,08-Jun-15,2839564
455,727,04-May-15,69191,Capital-Asphalt,Civil,Bepari .Aijaz Ahmed,"EAqÉAmï £ÀA.21733, ºÀÄ.«.ªÁqÀğ.£ÀA.52gÀ°è vÀ©Ã§¯ÁåAqÀzÀ°ègÀÄªÀ ²æÃ ¨É£ÀÄßgÀgÀªÀgÀ ªÀÄÄA¢£À gÀ¸ÉÛUÉ PÁAQæÃl ¥ÉÃ«AUï ªÀiÁqÀÄªÀÅzÀÄ.
",Regarding Concret paving Works at Tabibland Bennurmath house in wad No : 52,07-May-15,154882,08-Jun-15,154882
456,476,25-Apr-15,70785,Capital-Asphalt,Civil,Vadakannavar Manjunath A,ºÀÄ.«.ªÁqÀğ.£ÀA.41gÀ VæÃ£ÀUÁqÀğ£À PÀgÉªÀiÁä UÀÄr »AzÉ gÀ¸ÉÛUÉ PÁAQæÃl ¥ÉÃ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Concret work at Green Garden ward no.41,19-May-15,97469,08-Jun-15,97469
457,1154,22-May-15,70248,Capital-Asphalt,Civil,Lokhande S.S.,"EAqÉAmï £ÀA.21735, ºÀÄ.«.ªÁqÀğ£ÀA.52gÀ°è ¹©n d£ÀvÁ ¨ÉÃPÀj ¥ÀPÀÌzÀ gÀ¸ÉÛAiÀÄ°è vÉgÉzÀ ZÀgÀAr ºÁUÀÆ PÁAQæÃl ¥ÉÃ«AUÀï ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Drain works and Concret paving works at CBT janata Bekari road in ward No : 52,28-May-15,390331,08-Jun-15,390331
458,1200,25-May-15,68058,Capital-Asphalt,Civil,Dani R.G,"EAqÉAmï £ÀA.21736, ºÀÄ.«.ªÁqÀğ.£ÀA.56gÀ ªÀÄPÁ£ÀzÁgÀUÀ°èAiÀÄ°è vÉgÉzÀ ZÀgÀAr PÀlÄÖªÀÅzÀÄ ºÁUÀÆ vÉÆgÀ«UÀ°è, eÉÆÃ¼ÀzÀ NtÂ, «ÃgÁ¥ÀÆgÀ NtÂUÀ¼À°è gÀ¸ÉÛUÀ½UÉ PÁAQæÃl ¥ÉÃ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.","Regarding Drain and Concret paving works at Toravigalli,,Jolad oni,Veerapur oni road in wad No : 52
",28-May-15,949070,08-Jun-15,949070
459,1316,28-May-15,71819,Capital-Asphalt,Civil,Venkatesh A Ghodke,ºÀÄ.«.ªÁqÀğ.£ÀA.24gÀ ¸ÉÖÃµÀ£ï gÀ¸ÉÛ¬ÄAzÀ ºÀjd£À PÉÃjUÉ ºÉÆÃUÀÄªÀ ¯ÉÆAPï gÀ¸ÉÛªÀgÉUÉ PÁAQæÃl ¥É«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Concret Work at Station Road Harijan in ward no.24,30-May-15,97365,08-Jun-15,97365
460,1115,20-May-15,70061,Capital-Asphalt,Civil,Ishwaragouda .S. Patil,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA-24gÀ £ÀA¢Ã±ÀégÀ£ÀUÀgÀ ¥ÀPÀÌzÀ PÉ.JZï.© PÁ®¤ gÀ¸ÉÛUÀ¼À ¸ÀÄzsÁgÀuÉ. EAqÉAl £ÀA:-21826,Regarding Road Work at Nandishwar Nagar in KHB Colony Ward No:24,01-Jun-15,851778,08-Jun-15,851778
461,1444,01-Jun-15,64752,Capital-Asphalt,Civil,Ishwaragouda .S. Patil,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA 35 gÀ CPÀëAiÀÄ PÁ®¤ 1£ÉÃ ºÀAvÀzÀ°è gÁfÃªÀ£ÀUÀgÀ CPÀëAiÀÄPÁ®¤ PÀÆqÀÄ gÀ¸ÉÛUÉ qÁA§jPÀgÀt ªÀiÁqÀÄªÀÅzÀÄ ,Asphalting to joining road of rajeev nagar and akshay colony 1st phase in w.no.35,04-Jun-15,547270,08-Jun-15,547270
462,1589,05-Jun-15,61245,Capital-Asphalt,Civil,Jain M.M.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀğ £ÀA 49 gÀ ªÀÄAlÆgÀ gÉÆÃqÀ PÀÈ¥ÁzÁ£ÀA ±Á¯É ºÀwÛgÀ vÉgÉzÀ ZÀgÀAr PÀlÄÖªÀzÀÄ. ºÁUÀÆ gÀ¸ÉÛ C©üªÀÈ¢İ ªÀiÁqÀÄªÀzÀÄ,Improvements To  Roads &  Improvements To Road and Providing Open Drain at Mantur Road near Krupadanam School in w.no.49,10-Jun-15,376047,10-Jun-15,376047
463,1672,08-Jun-15,68273,Capital-Asphalt,Civil,Jadhav V.S.,"zsÁgÀªÁqÀ «¨sÁUÀzÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉÃj £ÀA 01 ªÁqÀğ £ÀA. 14 gÀ «ÄaUÀ£ï PÀA¥ËAqÀ UÁqÀğ£ï §¢UÉ ²æÃ ¯ÁqÀgÀ ªÀÄ£É ºÀwÛgÀ ºÁUÀÆ ©qÀPÀgÀ ªÀÄ£É ºÀwÛgÀ PÁAQæÃl gÀ¸ÉÛ ¤«Äğ¸ÀÄªÀÅzÀÄ. (EAqÉÃ£ïÖ £ÀA. 21762)
",Regarding Concret paving works at Michigan Compund garden in ward No : 14 of dharwad,22-Jun-15,1728542,22-Jun-15,1728542
464,1795,11-Jun-15,67942,Capital-Asphalt,Civil,Hanchinmani Nagesh R,ºÀÄ§â½î «¨sÁUÀzÀ   ªÁqÀğ £ÀA. 34gÀ «zÁå£ÀUÀgÀ ±ÉÃl C¥ÁlğªÉÄAl ºÀwÛgÀ gÀ¸ÉÛUÉ ºÁUÀÆ »A¢£À gÀ¸ÉÛ  PÁAQæÃmï ªÀiÁqÀÄªÀÅzÀÄ EAqÉAl £ÀA:-21841,Regarding Concrete Work at Vidyanagar Shet Apartament Ward No:34,15-Jun-15,648669,07-Jul-15,648669
465,2309,27-Jun-15,72216,Capital-Asphalt,Civil,Ishwaragouda .S. Patil,"ºÀÄ.«.ªÀqÀğ £ÀA 35 gÀ ¹zÉİÃ±ÀégÀ ¥ÁPÀğ ªÀÈvÀÛzÀ ªÀÄÄSÁAvÀgÀ vÉÆÃ¼À£ÀPÉÃj ªÉgÉV£À gÀ¸ÉÛUÉ qÁA§gÀ ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ,",Regarding Road Patch work At Siddeshwar Park Circle To Tholankeri Road in ward no 35,30-Jun-15,88971,07-Jul-15,88971
466,2308,27-Jun-15,72217,Capital-Asphalt,Civil,Ishwaragouda .S. Patil,"ºÀÄ.«.ªÀqÀğ £ÀA 35 gÀ ¹zÉİÃ±ÀégÀ ¥ÁPÀğ ªÀÈvÀÛzÀ ªÀÄÄSÁAvÀgÀ vÉÆÃ¼À£ÀPÉÃj ªÉgÉV£À gÀ¸ÉÛUÉ qÁA§gÀ ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ,",Regarding Road Patch work At Siddeshwar Park Circle To Tholankeri Road in ward no 35,30-Jun-15,35458,07-Jul-15,35458
467,2305,27-Jun-15,72215,Capital-Asphalt,Civil,Ishwaragouda .S. Patil,"ºÀÄ.«.ªÀqÀğ £ÀA 35 gÀ ¹zÉİÃ±ÀégÀ ¥ÁPÀğ ªÀÈvÀÛzÀ ªÀÄÄSÁAvÀgÀ vÉÆÃ¼ÀªÀPÉÃj ªÉgÉV£À gÀ¸ÉÛUÉ qÁA§gÀ ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ,",Regarding Road Park work  At Siddeshwar Park To Tholankeri Road in ward no 35,30-Jun-15,96553,07-Jul-15,96553
